OrthologID	GeneSymbol(2019)	TAEGU_ENSEMBL_gID_rel67
11872	KIAA0930	ENSTGUG00000011858
11875	FBLN1	ENSTGUG00000011821
11876	ATXN10	ENSTGUG00000011811
11877	PPARA	ENSTGUG00000011797
11878	BEND4	ENSTGUG00000008584
11879	TMEM33	ENSTGUG00000008603
11881	M6PR	ENSTGUG00000013099
11884	PHC1	ENSTGUG00000013100
11885	RBM47	ENSTGUG00000008705
11886	CHRNA9	ENSTGUG00000008712
11889	RIMKLB	ENSTGUG00000013112
11890	RHOH	ENSTGUG00000008717
11891	MFAP5	
11893	PDS5A	ENSTGUG00000008726
11894	RPLP2	ENSTGUG00000009801
11895	NDUFV2	ENSTGUG00000009858
11897	ENSGALT00000023137	ENSTGUG00000009843
11899	UGDH	ENSTGUG00000008808
11900	SMIM14	ENSTGUG00000008806
11901	NECAP1	ENSTGUG00000013138
11903	NWD2	ENSTGUG00000009144
11905	TSPAN9	ENSTGUG00000013167
11906	STIM2	ENSTGUG00000009177
11907	TBC1D19	ENSTGUG00000009193
11908	CCKAR	ENSTGUG00000009230
11909	RBPJ	ENSTGUG00000009245
11910	SEL1L3	ENSTGUG00000009265
11911	ANAPC4	ENSTGUG00000009328
11912	HNRNPAB	ENSTGUG00000001168
11913	PPARGC1A	ENSTGUG00000009487
11914	PACRGL	ENSTGUG00000009573
11916	CSTB	ENSTGUG00000013347
11917	CSTA	ENSTGUG00000013346
11918	CCDC58	
11919	GABRR3	ENSTGUG00000013501
11920	LCORL	ENSTGUG00000009625
11921	KPNA1	ENSTGUG00000013344
11923	RPS20	ENSTGUG00000011097
11925	IFFO1	ENSTGUG00000013337
11926	AK3	ENSTGUG00000005155
11927	CDC37L1	ENSTGUG00000005189
11929	TENT5C	
11930	CHD4	ENSTGUG00000013329
11931	LPAR5	ENSTGUG00000013328
11932	ING4	ENSTGUG00000013323
11934	ACTN2	ENSTGUG00000010436
11936	LAG3	ENSTGUG00000013307
11937	DHX57	ENSTGUG00000002076
11942	GNB3	ENSTGUG00000013301
11943	FGFBP2	ENSTGUG00000009762
11944	FGFBP1	ENSTGUG00000009763
11945	CD38	ENSTGUG00000009764
11947	C1QTNF7	ENSTGUG00000009819
11948	MATN2	ENSTGUG00000011992
11949	USP5	ENSTGUG00000013294
11951	BMF	ENSTGUG00000011592
11954	PTPN6	ENSTGUG00000013276
11955	PHYH	ENSTGUG00000002270
11956	PHB2	ENSTGUG00000013273
11957	SEPHS2L	ENSTGUG00000002278
11958	BORCS8	
11962	SH3TC2	ENSTGUG00000000277
11964	CERS3	ENSTGUG00000008811
11965	FRMD4B	ENSTGUG00000009791
11966	ASH1L	ENSTGUG00000017419
11967	SYT11	ENSTGUG00000017412
11969	LYSMD3	ENSTGUG00000000692
11971	C1R	ENSTGUG00000013261
11972	RBP5	ENSTGUG00000013259
11974	ENSGALT00000023636	ENSTGUG00000000723
11976	ARSK	ENSTGUG00000000742
11977	RFESD	ENSTGUG00000001096
11979	ENSGALT00000023656	ENSTGUG00000013252
11982	EPHA1	ENSTGUG00000013242
11983	ZYX	ENSTGUG00000013238
11984	FAM131B	ENSTGUG00000013232
11988	GSTK1	ENSTGUG00000013205
11990	PLPP1	ENSTGUG00000002528
11991	SLC38A9	ENSTGUG00000002534
11992	IL31RA	ENSTGUG00000002565
11994	IL6ST	ENSTGUG00000002569
11995	ANKRD55	ENSTGUG00000002579
11996	MAP3K1	ENSTGUG00000002592
11997	SETD9	ENSTGUG00000002597
11999	GABARAPL1	
12002	DEPDC1B	ENSTGUG00000002670
12003	ELOVL7	ENSTGUG00000002681
12004	ERCC8	ENSTGUG00000002687
12007	KEL	ENSTGUG00000013198
12008	KIF2A	ENSTGUG00000002730
12009	EPHB6	ENSTGUG00000013187
12012	PPWD1	ENSTGUG00000002834
12014	STYK1	ENSTGUG00000012052
12015	ENSGALT00000023811	ENSTGUG00000009977
12016	TRIM23	ENSTGUG00000002847
12018	SGTB	ENSTGUG00000002864
12021	WARS2	ENSTGUG00000013353
12023	PTPRK	ENSTGUG00000011742
12025	PIK3R1	ENSTGUG00000002982
12026	MRPS36	ENSTGUG00000014188
12028	GDAP2	ENSTGUG00000013358
12030	SERINC5	ENSTGUG00000003543
12031	METTL4	ENSTGUG00000010144
12032	NDC80	ENSTGUG00000010126
12033	ENSGALT00000023898	ENSTGUG00000010122
12034	THBS4	ENSTGUG00000003565
12035	USF3	ENSTGUG00000013363
12038	THEMIS	ENSTGUG00000011756
12039	CTC1	ENSTGUG00000013368
12041	C6orf174	ENSTGUG00000011759
12042	TTC33	ENSTGUG00000002171
12043	TRMT11	ENSTGUG00000011774
12044	RPL37	ENSTGUG00000002186
12045	C7	ENSTGUG00000002197
12047	HDDC2	ENSTGUG00000011798
12049	GHR	ENSTGUG00000002265
12051	YES1	ENSTGUG00000010159
12052	NIM1K	ENSTGUG00000002277
12053	TMEM267	ENSTGUG00000002290
12054	C5orf34	ENSTGUG00000002291
12055	SERINC1	ENSTGUG00000011827
12056	NNT	ENSTGUG00000002303
12061	ASF1A	ENSTGUG00000011876
12062	TNFRSF1A	ENSTGUG00000013369
12064	PLN	ENSTGUG00000011882
12065	TYMS	ENSTGUG00000010173
12066	ENSGALT00000024034	ENSTGUG00000011898
12068	CLUL1	ENSTGUG00000010187
12069	FST	ENSTGUG00000002425
12071	THOC1	ENSTGUG00000010204
12077	HEXB	ENSTGUG00000005948
12078	HS3ST1	ENSTGUG00000009871
12079	KPNA5	ENSTGUG00000011928
12080	ZUP1	ENSTGUG00000011930
12082	ENSGALT00000024109	ENSTGUG00000006080
12083	GTF2E1	ENSTGUG00000013373
12084	HMGCR	ENSTGUG00000006083
12086	ZNF518B	ENSTGUG00000009873
12087	CALHM4	ENSTGUG00000011935
12088	POLK	ENSTGUG00000006177
12089	WDR1	ENSTGUG00000009876
12090	ANKDD1B	ENSTGUG00000006217
12091	DSE	ENSTGUG00000011943
12093	HGD	ENSTGUG00000013375
12094	NDUFB4	ENSTGUG00000013376
12095	LRRC58	ENSTGUG00000013378
12096	MIB1	ENSTGUG00000010324
12098	IQGAP2	ENSTGUG00000004085
12099	HS3ST5	ENSTGUG00000011963
12100	S100Z	ENSTGUG00000004076
12101	HDAC2	ENSTGUG00000011964
12103	CRHBP	ENSTGUG00000004054
12105	PLA1A	ENSTGUG00000013384
12106	CABLES1	ENSTGUG00000010373
12108	LYAR	ENSTGUG00000009916
12109	LAMA4	ENSTGUG00000011973
12110	RIOK3	ENSTGUG00000010392
12111	ZBTB49	ENSTGUG00000009920
12112	NSG1	ENSTGUG00000009930
12114	CYTL1	ENSTGUG00000009949
12115	SLC22A15	ENSTGUG00000013388
12116	TUBE1	ENSTGUG00000011993
12117	CASQ2	ENSTGUG00000013390
12119	VANGL1	ENSTGUG00000013391
12120	TRAF3IP2	ENSTGUG00000012013
12121	RLN3	ENSTGUG00000005041
12122	CD274	ENSTGUG00000005033
12123	REV3L	ENSTGUG00000012020
12125	CRMP1	ENSTGUG00000010001
12126	RPF2	ENSTGUG00000012034
12127	GTF3C6	ENSTGUG00000012040
12128	ENSGALT00000024261	ENSTGUG00000004979
12130	AMD1	ENSTGUG00000012045
12131	KIAA2026	ENSTGUG00000004973
12132	SLC22A16	ENSTGUG00000012062
12133	DDO	ENSTGUG00000012065
12134	ENSGALT00000024296	ENSTGUG00000013393
12136	TMEM39A	ENSTGUG00000013394
12137	WASF1	ENSTGUG00000012072
12138	GPR6	ENSTGUG00000012077
12139	B4GALT4	ENSTGUG00000013395
12140	FIG4	ENSTGUG00000012079
12142	B3GAT1L	ENSTGUG00000013397
12144	UPK1B	ENSTGUG00000013399
12145	DENND4C	ENSTGUG00000004350
12146	IGSF11	ENSTGUG00000013400
12147	OSBPL1A	ENSTGUG00000010525
12148	PLIN2	ENSTGUG00000004399
12149	IMPACT	ENSTGUG00000010551
12150	ZBTB20	ENSTGUG00000013404
12153	SH3GL2	ENSTGUG00000004460
12154	BNC2	ENSTGUG00000004482
12156	TJP2	ENSTGUG00000004208
12157	APBA1	ENSTGUG00000001066
12158	ZNF521	ENSTGUG00000010575
12159	PTAR1	ENSTGUG00000001076
12161	DRD3	ENSTGUG00000013405
12162	ZDHHC23	ENSTGUG00000013408
12163	KCTD1	ENSTGUG00000010606
12165	GRAMD1C	ENSTGUG00000013409
12166	AQP4	ENSTGUG00000010611
12167	APOV1	
12168	CFAP44	ENSTGUG00000013415
12169	CEMIP2	ENSTGUG00000000841
12170	ABHD17B	ENSTGUG00000000836
12171	ENSGALT00000024430	ENSTGUG00000010651
12173	TTR	ENSTGUG00000010708
12176	ENSGALT00000024444	ENSTGUG00000010734
12178	B4GALT6	ENSTGUG00000010735
12180	CARNMT1	ENSTGUG00000000768
12181	RNF138	ENSTGUG00000010755
12183	MEP1B	ENSTGUG00000010758
12184	ENSGALT00000024486	ENSTGUG00000013418
12186	CEP78	ENSTGUG00000003403
12187	PSAT1	ENSTGUG00000003373
12188	NEPRO	ENSTGUG00000013419
12189	ENSGALT00000024501	ENSTGUG00000010771
12190	TAF13	ENSTGUG00000013420
12193	GTPBP8	ENSTGUG00000013421
12195	ASXL3	ENSTGUG00000010779
12196	SLC35A5	ENSTGUG00000013424
12198	DAZAP1	ENSTGUG00000000869
12200	ATG3	ENSTGUG00000013425
12202	NFIL3	ENSTGUG00000000417
12203	MAPRE2	ENSTGUG00000010816
12204	SLC19A2	ENSTGUG00000013427
12205	ENSGALT00000024563	ENSTGUG00000010825
12206	KIAA0146	ENSTGUG00000010827
12208	XCL1	ENSTGUG00000013433
12209	UBE2V2	ENSTGUG00000010911
12210	CPOX	ENSTGUG00000013439
12211	SNAI2	ENSTGUG00000010914
12213	TIPRL	ENSTGUG00000013436
12214	GPR161	ENSTGUG00000013437
12216	ENSGALT00000024606	ENSTGUG00000000900
12217	ST3GAL6	ENSTGUG00000013440
12219	PAM	ENSTGUG00000000903
12220	GIN1	ENSTGUG00000000926
12221	RB1CC1	ENSTGUG00000010964
12222	TMEM30C	ENSTGUG00000013636
12223	C5orf30	ENSTGUG00000000948
12225	CMSS1	ENSTGUG00000013635
12226	NUDT12	ENSTGUG00000000953
12227	FILIP1L	ENSTGUG00000013634
12228	NIT2	ENSTGUG00000013632
12230	MRPL15	
12231	SESN1	ENSTGUG00000012113
12232	LNP1	ENSTGUG00000013630
12234	TMEM45A	ENSTGUG00000013629
12235	RP1	ENSTGUG00000011038
12236	ENSGALT00000024686	ENSTGUG00000011040
12237	TFG	ENSTGUG00000013628
12238	AFG1L	ENSTGUG00000012136
12239	SCML4	ENSTGUG00000012164
12240	RNF38	ENSTGUG00000000096
12241	BEND3	ENSTGUG00000012175
12242	C6orf203	ENSTGUG00000012177
12243	ENSGALT00000024734	ENSTGUG00000013623
12244	ENSGALT00000024735	ENSTGUG00000011045
12245	TXNL4B	ENSTGUG00000013622
12246	TRMT10C	ENSTGUG00000013621
12247	PCNP	ENSTGUG00000013620
12248	GNE	ENSTGUG00000000120
12250	PCGF3	ENSTGUG00000000132
12253	QRSL1	ENSTGUG00000012180
12254	TGS1	ENSTGUG00000011050
12255	NXPE3	ENSTGUG00000013616
12256	NFKBIZ	ENSTGUG00000013615
12257	ZPLD1	ENSTGUG00000013614
12261	KIAA1524	ENSTGUG00000013606
12262	TRAT1	ENSTGUG00000013603
12263	HJURP	ENSTGUG00000013602
12264	RBP4	ENSTGUG00000000203
12265	PLCXD2	ENSTGUG00000013598
12266	IDUA	ENSTGUG00000000205
12269	SLC26A1	ENSTGUG00000000214
12270	CHRNB3	ENSTGUG00000000227
12271	RNF170	ENSTGUG00000000242
12272	ATG5	ENSTGUG00000012200
12273	PRDM1	ENSTGUG00000012204
12277	CD200	
12278	FUT10	ENSTGUG00000000279
12279	CGGBP1	ENSTGUG00000013487
12280	C3orf38	ENSTGUG00000013490
12281	MOS	ENSTGUG00000011099
12282	PLAG1	ENSTGUG00000011100
12283	PROS1	ENSTGUG00000013492
12285	ARL13B	ENSTGUG00000013493
12286	STX19	ENSTGUG00000013494
12287	NSUN3	ENSTGUG00000013495
12288	HACE1	ENSTGUG00000012227
12289	PENK	ENSTGUG00000011112
12290	FAM110B	ENSTGUG00000011117
12292	ENSGALT00000024887	ENSTGUG00000013498
12293	CYP7A1	ENSTGUG00000011128
12294	DCAF6	ENSTGUG00000013502
12295	SDCBP	ENSTGUG00000011134
12296	SLC44A1	ENSTGUG00000000337
12297	FKTN	ENSTGUG00000006322
12298	NSMAF	ENSTGUG00000011150
12299	POU2F1	ENSTGUG00000013508
12300	TMEM38B	ENSTGUG00000006336
12301	DUSP27	ENSTGUG00000013509
12302	GPA33	ENSTGUG00000013510
12304	CD2	ENSTGUG00000013514
12306	CD101	ENSTGUG00000013516
12307	TSTD3	ENSTGUG00000012283
12308	IGSF3	ENSTGUG00000013517
12309	CCNC	ENSTGUG00000012282
12310	CHD7	ENSTGUG00000011196
12311	ADPRH	ENSTGUG00000013519
12314	USP45	ENSTGUG00000012285
12315	PNISR	ENSTGUG00000012289
12316	BCL9	ENSTGUG00000013523
12317	GJA5	ENSTGUG00000013526
12318	GJA8	
12319	FAXC	ENSTGUG00000012293
12320	GPR89B	ENSTGUG00000013528
12321	PDZK1	ENSTGUG00000013529
12322	CHMP2B	ENSTGUG00000013532
12324	GGH	ENSTGUG00000011234
12325	TTPA	ENSTGUG00000011241
12326	YTHDF3	ENSTGUG00000011243
12328	CYP7B1	ENSTGUG00000011247
12329	MMS22L	ENSTGUG00000012296
12332	TRIM55	ENSTGUG00000011269
12334	MYBL1	ENSTGUG00000011289
12335	ENSGALT00000025028	ENSTGUG00000010024
12336	VCPIP1	ENSTGUG00000011305
12337	MCMDC2	ENSTGUG00000011325
12339	PPP1R42	ENSTGUG00000011331
12343	MRPL50	ENSTGUG00000000649
12344	ALDOB	ENSTGUG00000000650
12345	TMEM246	ENSTGUG00000000659
12346	TBC1D14	ENSTGUG00000010105
12347	TADA2B	ENSTGUG00000010120
12348	GRPEL1	ENSTGUG00000010121
12349	GRIN3A	
12352	CPA6	ENSTGUG00000011388
12356	GPR63	ENSTGUG00000012314
12357	FHL5	ENSTGUG00000012315
12360	UFL1	ENSTGUG00000012318
12364	GPR78	ENSTGUG00000010289
12368	BACH2	ENSTGUG00000012380
12369	ADRA2C	ENSTGUG00000010321
12370	DOK7	ENSTGUG00000010345
12371	ACOT12	ENSTGUG00000006990
12373	ATP6AP1L	ENSTGUG00000006935
12374	TMEM167A	ENSTGUG00000006923
12377	HAPLN1	ENSTGUG00000006865
12378	TRAM1	ENSTGUG00000011474
12380	COX7C	ENSTGUG00000006814
12381	TRPA1	ENSTGUG00000011503
12382	TERF1	ENSTGUG00000011513
12383	RPL7	ENSTGUG00000011518
12384	CCNH	ENSTGUG00000001165
12385	STAU2	ENSTGUG00000011535
12386	GRK4	ENSTGUG00000010430
12387	PALM2	ENSTGUG00000001228
12388	ENSGALT00000025242	ENSTGUG00000001233
12389	GDAP1	ENSTGUG00000011572
12391	CRISPLD1	ENSTGUG00000011579
12393	HSPA13	ENSTGUG00000013542
12395	ADD1	ENSTGUG00000010471
12396	SH3BP2	ENSTGUG00000010489
12397	TNIP2	ENSTGUG00000010505
12398	FAM193A	ENSTGUG00000010507
12401	ZFHX4	ENSTGUG00000011605
12403	PEX2	ENSTGUG00000011612
12404	GNG10	ENSTGUG00000001275
12405	DNAJC25	ENSTGUG00000001277
12406	CFAP99	ENSTGUG00000010519
12407	MXD4	ENSTGUG00000010530
12409	HAUS3	ENSTGUG00000010536
12411	USP25	ENSTGUG00000013545
12412	ENSGALT00000025318	ENSTGUG00000010546
12413	NELFA	ENSTGUG00000010548
12414	PTGR1	ENSTGUG00000001289
12415	TXN	ENSTGUG00000001294
12416	TACC3	ENSTGUG00000010612
12417	TMEM129	ENSTGUG00000010623
12418	FAM53A	ENSTGUG00000010633
12419	CTBP1	ENSTGUG00000010662
12420	SPON2	ENSTGUG00000010671
12421	TMED11	ENSTGUG00000010674
12422	FGFRL1	ENSTGUG00000010690
12423	MUSK	ENSTGUG00000001301
12424	LPAR1	ENSTGUG00000001307
12425	PKIA	
12426	ZC2HC1A	ENSTGUG00000011614
12427	STMN2	ENSTGUG00000011625
12429	JAM2	ENSTGUG00000013554
12430	ZBTB10	ENSTGUG00000011647
12431	ATP5PF	ENSTGUG00000013555
12432	ENSGALT00000025405	ENSTGUG00000001308
12433	TMEM215	ENSTGUG00000001312
12435	MRPL53	
12436	GABPA	ENSTGUG00000013556
12437	FABP5	ENSTGUG00000011658
12438	PMP2	ENSTGUG00000011663
12439	ANKRD6	ENSTGUG00000012407
12441	UBE2J1	ENSTGUG00000012412
12442	GABRR2	ENSTGUG00000012416
12443	IMPA1	ENSTGUG00000011668
12444	GABRR1	ENSTGUG00000012419
12445	PM20D2	ENSTGUG00000012421
12446	PNRC1	ENSTGUG00000012423
12447	ZFAND1	ENSTGUG00000011672
12448	IMMT	ENSTGUG00000010776
12452	SNX16	ENSTGUG00000011685
12453	ADAMTS5	ENSTGUG00000013485
12455	CHMP3	ENSTGUG00000010820
12456	RARS2	ENSTGUG00000012447
12457	RWDD2B	ENSTGUG00000013589
12458	RNF103	ENSTGUG00000010834
12459	AL049697.1	ENSTGUG00000012461
12460	USP16	ENSTGUG00000013588
12461	CA13	ENSTGUG00000011722
12462	CA3	ENSTGUG00000018507
12463	CCT8	ENSTGUG00000013587
12464	MAP3K7CL	ENSTGUG00000013586
12466	HTR1E	ENSTGUG00000012472
12467	BACH1	ENSTGUG00000013585
12469	PICALM	ENSTGUG00000012969
12470	PRSS35	ENSTGUG00000012537
12473	PGM3	ENSTGUG00000012547
12474	ENSGALT00000025563	ENSTGUG00000018183
12475	DOP1A	ENSTGUG00000012553
12476	TPBG	ENSTGUG00000012563
12477	CA2	ENSTGUG00000011728
12478	IBTK	ENSTGUG00000012564
12479	ATP6V0D2	ENSTGUG00000011739
12481	EVA1C	ENSTGUG00000013443
12483	CFAP298	ENSTGUG00000013444
12484	MEI4	ENSTGUG00000012612
12486	IMPG1	ENSTGUG00000012614
12487	RIPK2	ENSTGUG00000011791
12488	TMEM30A	ENSTGUG00000012644
12489	ENSGALT00000025631	ENSTGUG00000011796
12490	SYNJ1	ENSTGUG00000013445
12491	CD109	ENSTGUG00000012659
12492	TMEM64	ENSTGUG00000011830
12493	EEF1A1	ENSTGUG00000012670
12494	NECAB1	ENSTGUG00000011832
12495	MTO1	ENSTGUG00000012680
12496	SLC26A7	ENSTGUG00000011839
12497	ENSGALT00000025673	ENSTGUG00000012684
12499	RBM12B	ENSTGUG00000011860
12501	FABP1	ENSTGUG00000010860
12502	THNSL2	ENSTGUG00000010864
12503	TMEM67	ENSTGUG00000011862
12504	ENSGALT00000025690	ENSTGUG00000000537
12505	IFNAR1	ENSTGUG00000000536
12506	PDP1	ENSTGUG00000011869
12507	CDH17	ENSTGUG00000011871
12508	ASRGL1	ENSTGUG00000012710
12509	ENSGALT00000025710	ENSTGUG00000010868
12510	GEM	ENSTGUG00000011878
12511	ENSGALT00000025713	ENSTGUG00000011887
12512	RNF151	ENSTGUG00000011889
12513	SDHAF4	ENSTGUG00000012720
12514	VIRMA	ENSTGUG00000011895
12516	LRRTM1	ENSTGUG00000010929
12517	ESRP1	ENSTGUG00000011907
12518	FAM135A	ENSTGUG00000012721
12519	IFNAR1	ENSTGUG00000000534
12520	SMOX	ENSTGUG00000010936
12522	ENSGALT00000025752	ENSTGUG00000011921
12523	ENSGALT00000025756	ENSTGUG00000000464
12524	INTS8	ENSTGUG00000011926
12525	CCNE2	ENSTGUG00000011936
12526	TP53INP1	ENSTGUG00000011948
12527	PLEKHF2	ENSTGUG00000011953
12528	C8orf37	ENSTGUG00000011955
12529	CRYZL1	ENSTGUG00000000494
12532	PTDSS1	ENSTGUG00000011966
12533	ENSGALT00000025780	ENSTGUG00000011977
12534	LZTS3	ENSTGUG00000010988
12536	DDRGK1	ENSTGUG00000010991
12537	LAPTM4B	ENSTGUG00000011987
12538	ITSN1	ENSTGUG00000000495
12539	ENSGALT00000025795	ENSTGUG00000016312
12542	CLIC6	
12544	RGS22	ENSTGUG00000012049
12548	ALMS1	ENSTGUG00000015416
12549	MORC3	ENSTGUG00000004803
12550	RNF19A	ENSTGUG00000012061
12551	CHAF1B	ENSTGUG00000004832
12552	CLDN14	ENSTGUG00000004853
12554	UBR5	ENSTGUG00000012099
12555	RRM2B	ENSTGUG00000012093
12557	DYRK1A	ENSTGUG00000004960
12558	KCNJ6	ENSTGUG00000004993
12559	KCNJ15	ENSTGUG00000004997
12561	ATP6V1C1	ENSTGUG00000012137
12562	HMGN1	ENSTGUG00000005112
12564	FZD6	ENSTGUG00000012145
12565	CTHRC1	ENSTGUG00000012148
12566	LRP12	ENSTGUG00000012185
12567	ZFPM2	ENSTGUG00000012190
12569	ANGPT1	ENSTGUG00000012208
12570	RSPO2	ENSTGUG00000012214
12571	PRADC1	ENSTGUG00000015425
12572	SMYD5	ENSTGUG00000015434
12573	NOTO	ENSTGUG00000015452
12574	EMC2	ENSTGUG00000012231
12575	TMEM74	ENSTGUG00000012242
12576	TRHR	ENSTGUG00000012244
12577	NUDCD1	ENSTGUG00000012245
12578	EBAG9	ENSTGUG00000012252
12579	SYBU	ENSTGUG00000012263
12580	COLEC10	ENSTGUG00000012342
12583	MED30	ENSTGUG00000012326
12584	SLC30A8	ENSTGUG00000012324
12585	RAD21	ENSTGUG00000012319
12586	UTP23	ENSTGUG00000012316
12587	TRPS1	ENSTGUG00000012298
12588	HADH	ENSTGUG00000004004
12590	ENSGALT00000025991	ENSTGUG00000012755
12591	BACE2	ENSTGUG00000005268
12593	MX1	ENSTGUG00000005326
12594	RHPN1	ENSTGUG00000012739
12595	TMPRSS2	ENSTGUG00000005348
12596	ZBTB21	ENSTGUG00000005526
12597	ENSGALT00000026023	ENSTGUG00000012733
12598	ENSGALT00000026025	ENSTGUG00000012731
12600	ARC	ENSTGUG00000012727
12603	PTP4A3	ENSTGUG00000012700
12604	GPR20	ENSTGUG00000012699
12605	ABCG1	ENSTGUG00000005541
12606	SLC45A4	ENSTGUG00000012694
12611	WDR4	ENSTGUG00000005733
12613	PKNOX1	ENSTGUG00000005745
12614	KCNK9	ENSTGUG00000012636
12615	ENSGALT00000026104	ENSTGUG00000005778
12617	FAM135B	ENSTGUG00000012621
12618	U2AF1	ENSTGUG00000005826
12619	CRYAA	ENSTGUG00000005872
12620	SIK1	ENSTGUG00000005884
12621	HSF2BP	ENSTGUG00000005915
12624	PDXK	ENSTGUG00000005943
12625	AGPAT3	ENSTGUG00000005961
12626	ICOSLG	ENSTGUG00000006063
12627	NDRG1	ENSTGUG00000012576
12629	FUNDC1	ENSTGUG00000006139
12630	CCN4	ENSTGUG00000012573
12631	NDP	ENSTGUG00000006166
12632	RPL8	ENSTGUG00000006502
12633	SLA	ENSTGUG00000012567
12636	ENSGALT00000026207	ENSTGUG00000006670
12637	OTC	ENSTGUG00000006707
12638	SRPX	ENSTGUG00000006739
12639	SYTL5	ENSTGUG00000006759
12640	DYNLT3	ENSTGUG00000006777
12641	CYBB	ENSTGUG00000006788
12642	EYS	ENSTGUG00000012767
12643	ENSGALT00000026225	ENSTGUG00000012769
12644	PHF3	
12645	PTP4A1	ENSTGUG00000012777
12646	RAB23	ENSTGUG00000012794
12647	BAG2	ENSTGUG00000012795
12648	BEND6	ENSTGUG00000012798
12649	CXorf21	ENSTGUG00000007075
12653	BMP5	ENSTGUG00000012830
12654	ENSGALT00000026280	ENSTGUG00000012836
12655	FAM83B	ENSTGUG00000012844
12656	TINAG	ENSTGUG00000012846
12661	FAM84B	ENSTGUG00000012512
12663	GCLC	ENSTGUG00000012854
12664	ELOVL5	ENSTGUG00000012864
12665	KIAA0196	ENSTGUG00000012498
12666	PCYT1B	ENSTGUG00000007158
12667	ICK	ENSTGUG00000012875
12668	PDK3	ENSTGUG00000007181
12669	GSTA4L	ENSTGUG00000012878
12670	ENSGALT00000026337	ENSTGUG00000007212
12671	ZFX	ENSTGUG00000007219
12673	SQLE	ENSTGUG00000012490
12674	RNF139	ENSTGUG00000012474
12675	EIF2S3	ENSTGUG00000007233
12677	APOO	ENSTGUG00000007280
12678	ACOT9	ENSTGUG00000007308
12680	TDRP	ENSTGUG00000012940
12681	PTCHD1	ENSTGUG00000007346
12682	FBXO25	ENSTGUG00000012943
12683	ANXA13	ENSTGUG00000012446
12684	FAM110C	ENSTGUG00000012945
12685	SH3YL1	ENSTGUG00000012946
12686	ACP1	ENSTGUG00000012949
12687	ALKAL2	ENSTGUG00000012951
12689	TPO	ENSTGUG00000012960
12690	WDYHV1	ENSTGUG00000012440
12691	PXDN	ENSTGUG00000012962
12692	ZHX1	ENSTGUG00000012431
12694	DERL1	ENSTGUG00000012415
12696	RNASEH1	ENSTGUG00000012980
12698	RPS7	ENSTGUG00000012983
12699	ENSGALT00000026444	ENSTGUG00000012411
12700	CALB1	ENSTGUG00000011825
12701	COLEC11	ENSTGUG00000012984
12703	RSAD2	ENSTGUG00000012992
12704	RNF144A	ENSTGUG00000012994
12706	MTBP	ENSTGUG00000012401
12707	RPS6KA3	ENSTGUG00000007471
12709	MBOAT2	ENSTGUG00000013004
12710	DEPTOR	ENSTGUG00000012381
12711	MAP7D2	ENSTGUG00000007527
12712	DSCC1	ENSTGUG00000012379
12714	ITGB1BP1	ENSTGUG00000013015
12715	TAF2	ENSTGUG00000012376
12716	CPSF3	ENSTGUG00000013016
12717	MAP3K15	ENSTGUG00000007599
12718	ENPP2	ENSTGUG00000012352
12719	PDHA1	ENSTGUG00000007653
12722	KLF11	ENSTGUG00000013041
12723	HPCAL1	ENSTGUG00000013044
12724	NOL10	ENSTGUG00000013047
12725	ATP6V1C2	ENSTGUG00000013053
12726	PDIA6	ENSTGUG00000013056
12728	E2F6	ENSTGUG00000013076
12730	LPIN1	ENSTGUG00000013085
12731	TRIB2	ENSTGUG00000013089
12733	DDX1	ENSTGUG00000013096
12734	MYCN	ENSTGUG00000013104
12735	FAM49A	ENSTGUG00000013106
12737	ENSGALT00000026567	ENSTGUG00000013124
12738	MSGN1	ENSTGUG00000013122
12739	KCNS3	ENSTGUG00000013126
12740	ENSGALT00000026575	ENSTGUG00000013129
12741	ENSGALT00000026579	ENSTGUG00000013130
12743	WDR35	ENSTGUG00000013136
12744	SDC1	ENSTGUG00000013148
12745	PUM2	ENSTGUG00000013149
12746	ENSGALT00000026593	ENSTGUG00000013159
12748	HS1BP3	ENSTGUG00000013163
12749	APOB	ENSTGUG00000013166
12750	KLHL29	ENSTGUG00000013176
12751	ENSGALT00000026609	ENSTGUG00000013178
12752	ATAD2B	ENSTGUG00000013179
12753	UBXN2A	ENSTGUG00000013185
12754	MFSD2B	ENSTGUG00000013188
12755	WDCP	ENSTGUG00000018392
12756	FKBP1B	ENSTGUG00000013190
12757	SF3B6	ENSTGUG00000013191
12758	TP53I3	ENSTGUG00000013192
12759	ZNF512	ENSTGUG00000014642
12760	ENSGALT00000026633	ENSTGUG00000014679
12761	NRBP1	ENSTGUG00000014718
12762	PPM1G	ENSTGUG00000014753
12764	PHKA2	ENSTGUG00000007695
12765	RS1	ENSTGUG00000007765
12767	CDKL5	ENSTGUG00000007769
12768	BEND2	ENSTGUG00000007795
12769	REPS2	ENSTGUG00000007806
12770	SYAP1	ENSTGUG00000007873
12771	GRPR	ENSTGUG00000007931
12772	AP1S2	ENSTGUG00000007944
12773	ZRSR2	ENSTGUG00000007964
12775	VEGFD	ENSTGUG00000008080
12776	PIGA	ENSTGUG00000008098
12777	ASB11	ENSTGUG00000008102
12778	ASB9	ENSTGUG00000008117
12779	MOSPD2	ENSTGUG00000008126
12780	GLRA2	ENSTGUG00000008149
12781	GPM6B	ENSTGUG00000008166
