"ncbi_gene_id","ensembl_gene_id"
"LOC100218931","ENSTGUG00000006960"
"SSRP1","ENSTGUG00000006961"
"PPP4R3B","ENSTGUG00000006962"
"AP4E1","ENSTGUG00000006963"
"SMPD3","ENSTGUG00000006964"
"LOC100219073","ENSTGUG00000006965"
"CACNA2D3","ENSTGUG00000006966"
"BEST3","ENSTGUG00000006968"
"FUT11","ENSTGUG00000006970"
"ACOT12","ENSTGUG00000006971"
"LOC100228682","ENSTGUG00000006972"
"EHHADH","ENSTGUG00000006973"
"SEC24C","ENSTGUG00000006974"
"CFAP36","ENSTGUG00000006976"
"STK35","ENSTGUG00000006977"
"GRB14","ENSTGUG00000006979"
"FNDC11","ENSTGUG00000006980"
"HELZ2","ENSTGUG00000006981"
"RAB3IP","ENSTGUG00000006982"
"MTNR1A","ENSTGUG00000006983"
"STRBP","ENSTGUG00000006984"
"ESRP2","ENSTGUG00000006986"
"FAT1","ENSTGUG00000006987"
"TAF1","ENSTGUG00000006988"
"CYP19A1","ENSTGUG00000006993"
"ZCCHC9","ENSTGUG00000006994"
"VPS8","ENSTGUG00000006995"
"GMEB2","ENSTGUG00000006996"
"SSH1","ENSTGUG00000006998"
"SERPING1","ENSTGUG00000006999"
"ZZZ3","ENSTGUG00000007000"
"CCDC88A","ENSTGUG00000007001"
"CLP1","ENSTGUG00000007002"
"MYRFL","ENSTGUG00000007004"
"CKMT2","ENSTGUG00000007005"
"NFATC3","ENSTGUG00000007006"
"ZDHHC5","ENSTGUG00000007007"
"AK5","ENSTGUG00000007008"
"CRB2","ENSTGUG00000007009"
"DAO","ENSTGUG00000007011"
"LRTM1","ENSTGUG00000007012"
"TAB3","ENSTGUG00000007013"
"WNT5A","ENSTGUG00000007014"
"TRPV3","ENSTGUG00000007015"
"DUS2","ENSTGUG00000007016"
"GK","ENSTGUG00000007017"
"CNOT2","ENSTGUG00000007018"
"LOC115497006","ENSTGUG00000007021"
"COBLL1","ENSTGUG00000007022"
"EPN2","ENSTGUG00000007023"
"DENND1A","ENSTGUG00000007024"
"PIGK","ENSTGUG00000007025"
"DMXL2","ENSTGUG00000007026"
"LOC100226244","ENSTGUG00000007027"
"FRG1","ENSTGUG00000007028"
"MYOZ1","ENSTGUG00000007029"
"SVOP","ENSTGUG00000007030"
"ITGB1BP2","ENSTGUG00000007031"
"NME9","ENSTGUG00000007033"
"LOC100220775","ENSTGUG00000007034"
"USP54","ENSTGUG00000007036"
"RASGRF2","ENSTGUG00000007037"
"STMN3","ENSTGUG00000007038"
"MED19","ENSTGUG00000007039"
"ARMC8","ENSTGUG00000007040"
"TMX2","ENSTGUG00000007042"
"KCNMB4","ENSTGUG00000007043"
"ASPA","ENSTGUG00000007044"
"DDX28","ENSTGUG00000007045"
"RTEL1","ENSTGUG00000007046"
"LOC100218944","ENSTGUG00000007047"
"NONO","ENSTGUG00000007048"
"ST6GALNAC5","ENSTGUG00000007050"
"PTPRB","ENSTGUG00000007051"
"ASAH1","ENSTGUG00000007052"
"FAM83G","ENSTGUG00000007053"
"NFX1","ENSTGUG00000007055"
"PPP3CB","ENSTGUG00000007056"
"USP30","ENSTGUG00000007057"
"AKAP10","ENSTGUG00000007059"
"PRPSAP2","ENSTGUG00000007061"
"LOC100230549","ENSTGUG00000007062"
"PIF1","ENSTGUG00000007063"
"MTIF2","ENSTGUG00000007064"
"SEMA6D","ENSTGUG00000007065"
"MSH3","ENSTGUG00000007066"
"CTNND1","ENSTGUG00000007067"
"ALKBH2","ENSTGUG00000007068"
"UNG","ENSTGUG00000007069"
"FAM183A","ENSTGUG00000007070"
"ACACB","ENSTGUG00000007071"
"EBNA1BP2","ENSTGUG00000007072"
"DBR1","ENSTGUG00000007073"
"SLC12A4","ENSTGUG00000007074"
"C1HXorf21","ENSTGUG00000007075"
"LOC100227062","ENSTGUG00000007076"
"ZMYM3","ENSTGUG00000007078"
"LOC100230856","ENSTGUG00000007080"
"NR0B1","ENSTGUG00000007081"
"SHMT1","ENSTGUG00000007082"
"PPP2R3A","ENSTGUG00000007084"
"IL1RAPL1","ENSTGUG00000007085"
"RPS27A","ENSTGUG00000007086"
"ICE1","ENSTGUG00000007087"
"NLE1","ENSTGUG00000007088"
"CFAP57","ENSTGUG00000007089"
"LOC115494444","ENSTGUG00000007090"
"HUS1","ENSTGUG00000007091"
"ANXA7","ENSTGUG00000007092"
"CCDC66","ENSTGUG00000007093"
"TNFRSF6B","ENSTGUG00000007094"
"NEK6","ENSTGUG00000007095"
"ARFRP1","ENSTGUG00000007096"
"ARX","ENSTGUG00000007097"
"C8H1orf210","ENSTGUG00000007099"
"TIE1","ENSTGUG00000007100"
"LOC115494966","ENSTGUG00000007101"
"POLA1","ENSTGUG00000007103"
"TNS3","ENSTGUG00000007104"
"EIF3F","ENSTGUG00000007105"
"MSL2","ENSTGUG00000007106"
"PCM1","ENSTGUG00000007108"
"PCCB","ENSTGUG00000007109"
"DHFR","ENSTGUG00000007110"
"ULK2","ENSTGUG00000007111"
"SMCR8","ENSTGUG00000007112"
"LPXN","ENSTGUG00000007113"
"TOP3A","ENSTGUG00000007114"
"TASOR","ENSTGUG00000007116"
"SLC24A5","ENSTGUG00000007117"
"EML6","ENSTGUG00000007118"
"PSMB7","ENSTGUG00000007119"
"ANKRD34B","ENSTGUG00000007120"
"SORBS1","ENSTGUG00000007122"
"PTPRR","ENSTGUG00000007124"
"GJB1","ENSTGUG00000007127"
"ZFP91","ENSTGUG00000007128"
"MYEF2","ENSTGUG00000007130"
"ZBTB46","ENSTGUG00000007131"
"NLGN3","ENSTGUG00000007132"
"EMC4","ENSTGUG00000007133"
"FGL1","ENSTGUG00000007134"
"TPD52L2","ENSTGUG00000007135"
"LOC115496955","ENSTGUG00000007136"
"FRMPD1","ENSTGUG00000007140"
"CNTF","ENSTGUG00000007141"
"ADCY1","ENSTGUG00000007142"
"STAG1","ENSTGUG00000007143"
"DTX4","ENSTGUG00000007144"
"MTUS1","ENSTGUG00000007145"
"TRMT10B","ENSTGUG00000007146"
"PDLIM1","ENSTGUG00000007148"
"DCAF10","ENSTGUG00000007150"
"SCN2A","ENSTGUG00000007152"
"ADGRD2","ENSTGUG00000007153"
"MPEG1","ENSTGUG00000007155"
"HELLS","ENSTGUG00000007157"
"PCYT1B","ENSTGUG00000007158"
"CDC20","ENSTGUG00000007159"
"TSPAN8","ENSTGUG00000007160"
"CTXN2","ENSTGUG00000007161"
"UCKL1","ENSTGUG00000007162"
"SLC12A1","ENSTGUG00000007163"
"MED12","ENSTGUG00000007167"
"SCT","ENSTGUG00000007168"
"POLR1E","ENSTGUG00000007169"
"NR5A1","ENSTGUG00000007170"
"FLII","ENSTGUG00000007171"
"PDGFRL","ENSTGUG00000007172"
"IL17RD","ENSTGUG00000007174"
"IGFBP1","ENSTGUG00000007176"
"LGR5","ENSTGUG00000007177"
"ELOVL1","ENSTGUG00000007178"
"PDK3","ENSTGUG00000007181"
"SLC7A2","ENSTGUG00000007182"
"SPTBN1","ENSTGUG00000007183"
"ZNF512B","ENSTGUG00000007184"
"DEAF1","ENSTGUG00000007185"
"HESX1","ENSTGUG00000007186"
"LOC101233446","ENSTGUG00000007187"
"ZBTB5","ENSTGUG00000007188"
"CDH18","ENSTGUG00000007189"
"LOC100227084","ENSTGUG00000007190"
"GRHPR","ENSTGUG00000007191"
"MED8","ENSTGUG00000007192"
"OLFML2A","ENSTGUG00000007193"
"APPL1","ENSTGUG00000007194"
"ALDH3A2","ENSTGUG00000007195"
"LOC115497545","ENSTGUG00000007196"
"LOC100228872","ENSTGUG00000007197"
"SZT2","ENSTGUG00000007198"
"SCAI","ENSTGUG00000007202"
"ZCCHC7","ENSTGUG00000007203"
"ZFC3H1","ENSTGUG00000007206"
"TMEM80","ENSTGUG00000007207"
"MTMR7","ENSTGUG00000007209"
"LOC100220385","ENSTGUG00000007210"
"LOC115496804","ENSTGUG00000007212"
"EPS8L2","ENSTGUG00000007213"
"PAX5","ENSTGUG00000007215"
"HYI","ENSTGUG00000007217"
"SLC6A2","ENSTGUG00000007218"
"ZFX","ENSTGUG00000007219"
"ASB14","ENSTGUG00000007220"
"PRPF6","ENSTGUG00000007221"
"CEP152","ENSTGUG00000007222"
"LLGL1","ENSTGUG00000007223"
"PTPRF","ENSTGUG00000007224"
"BUB1B","ENSTGUG00000007225"
"SLC35G2","ENSTGUG00000007226"
"SCLY","ENSTGUG00000007227"
"SHC4","ENSTGUG00000007228"
"ALKBH5","ENSTGUG00000007229"
"DNAH12","ENSTGUG00000007230"
"PSME4","ENSTGUG00000007232"
"EIF2S3","ENSTGUG00000007233"
"MYO15A","ENSTGUG00000007234"
"FOXN4","ENSTGUG00000007235"
"NXN","ENSTGUG00000007237"
"GOLGA1","ENSTGUG00000007238"
"VPS37A","ENSTGUG00000007239"
"TMEM19","ENSTGUG00000007240"
"IL2RG","ENSTGUG00000007242"
"EFHD1","ENSTGUG00000007243"
"MRM3","ENSTGUG00000007244"
"DRG2","ENSTGUG00000007245"
"GIGYF2","ENSTGUG00000007246"
"MYO1H","ENSTGUG00000007247"
"GLOD4","ENSTGUG00000007248"
"RAB21","ENSTGUG00000007249"
"MELK","ENSTGUG00000007250"
"LOC100220428","ENSTGUG00000007251"
"SECISBP2L","ENSTGUG00000007252"
"CNOT7","ENSTGUG00000007253"
"PAK6","ENSTGUG00000007255"
"GPR75","ENSTGUG00000007257"
"PPP6C","ENSTGUG00000007259"
"ZDHHC2","ENSTGUG00000007260"
"LOC100220068","ENSTGUG00000007261"
"CSRNP3","ENSTGUG00000007262"
"TLCD3A","ENSTGUG00000007263"
"TLL2","ENSTGUG00000007264"
"SOX18","ENSTGUG00000007265"
"ERLEC1","ENSTGUG00000007266"
"TBC1D15","ENSTGUG00000007267"
"BASP1","ENSTGUG00000007269"
"TCEA2","ENSTGUG00000007270"
"MYO10","ENSTGUG00000007271"
"GALNT3","ENSTGUG00000007273"
"RABEPK","ENSTGUG00000007274"
"PLCB2","ENSTGUG00000007275"
"VPS53","ENSTGUG00000007277"
"ATPAF2","ENSTGUG00000007278"
"HSPA5","ENSTGUG00000007279"
"APOO","ENSTGUG00000007280"
"MICU3","ENSTGUG00000007281"
"DRC3","ENSTGUG00000007283"
"CCDC9B","ENSTGUG00000007285"
"COPS2","ENSTGUG00000007288"
"LOC115496797","ENSTGUG00000007289"
"PDE12","ENSTGUG00000007290"
"ASB3","ENSTGUG00000007291"
"DISP2","ENSTGUG00000007292"
"SNX12","ENSTGUG00000007293"
"TM9SF3","ENSTGUG00000007294"
"SLC7A3","ENSTGUG00000007296"
"IVD","ENSTGUG00000007297"
"GALK2","ENSTGUG00000007298"
"TOM1L2","ENSTGUG00000007299"
"TPH2","ENSTGUG00000007300"
"FGF20","ENSTGUG00000007302"
"KCNJ13","ENSTGUG00000007303"
"GAPVD1","ENSTGUG00000007305"
"SNORC","ENSTGUG00000007306"
"TTC21B","ENSTGUG00000007307"
"ACOT9","ENSTGUG00000007308"
"TUSC3","ENSTGUG00000007309"
"NGEF","ENSTGUG00000007310"
"DENND6A","ENSTGUG00000007311"
"NPBWR2","ENSTGUG00000007312"
"SREBF1","ENSTGUG00000007313"
"CAPNS2","ENSTGUG00000007314"
"MYT1","ENSTGUG00000007315"
"KCTD10","ENSTGUG00000007316"
"MALL","ENSTGUG00000007317"
"NPHP1","ENSTGUG00000007320"
"UBE3B","ENSTGUG00000007321"
"PIK3AP1","ENSTGUG00000007322"
"LOC100190722","ENSTGUG00000007323"
"LOC100221986","ENSTGUG00000007325"
"MAPKAP1","ENSTGUG00000007326"
"TEX11","ENSTGUG00000007329"
"DTWD1","ENSTGUG00000007331"
"PRDX4","ENSTGUG00000007332"
"LOC100221958","ENSTGUG00000007336"
"MMP2","ENSTGUG00000007337"
"LOC100224332","ENSTGUG00000007338"
"BUB1","ENSTGUG00000007339"
"SPATA5L1","ENSTGUG00000007340"
"SLMAP","ENSTGUG00000007341"
"INPP5D","ENSTGUG00000007342"
"DLC1","ENSTGUG00000007345"
"PEMT","ENSTGUG00000007349"
"SLC30A4","ENSTGUG00000007351"
"PHEX","ENSTGUG00000007352"
"RPUSD2","ENSTGUG00000007353"
"KCNC2","ENSTGUG00000007354"
"LOC100224567","ENSTGUG00000007356"
"RAD51","ENSTGUG00000007357"
"CAPS2","ENSTGUG00000007358"
"MMAB","ENSTGUG00000007359"
"ANAPC1","ENSTGUG00000007360"
"RASD1","ENSTGUG00000007363"
"PBX3","ENSTGUG00000007364"
"LOC100228079","ENSTGUG00000007365"
"NOLC1","ENSTGUG00000007368"
"BLOC1S6","ENSTGUG00000007369"
"CCDC107","ENSTGUG00000007370"
"MVK","ENSTGUG00000007371"
"TRMT9B","ENSTGUG00000007372"
"LOC100230452","ENSTGUG00000007373"
"DLG3","ENSTGUG00000007374"
"SQOR","ENSTGUG00000007375"
"LOC100227638","ENSTGUG00000007376"
"ZNF622","ENSTGUG00000007377"
"COPS3","ENSTGUG00000007378"
"LONRF1","ENSTGUG00000007379"
"TBX10","ENSTGUG00000007382"
"FLNB","ENSTGUG00000007383"
"LOC100228968","ENSTGUG00000007384"
"KRR1","ENSTGUG00000007385"
"LOC100227533","ENSTGUG00000007387"
"TEX14","ENSTGUG00000007388"
"ATG16L1","ENSTGUG00000007390"
"MARCHF11","ENSTGUG00000007392"
"PAICS","ENSTGUG00000007393"
"LOC100190699","ENSTGUG00000007396"
"RAD51C","ENSTGUG00000007397"
"TRPV4","ENSTGUG00000007398"
"FTO","ENSTGUG00000007401"
"TCIRG1","ENSTGUG00000007403"
"ANKH","ENSTGUG00000007404"
"LOC100218088","ENSTGUG00000007405"
"AKTIP","ENSTGUG00000007406"
"PITX3","ENSTGUG00000007407"
"LMX1B","ENSTGUG00000007409"
"SMS","ENSTGUG00000007411"
"NAP1L1","ENSTGUG00000007412"
"PPAT","ENSTGUG00000007413"
"GBF1","ENSTGUG00000007414"
"FLCN","ENSTGUG00000007415"
"KDM4A","ENSTGUG00000007417"
"PPDPF","ENSTGUG00000007418"
"EEF1A2","ENSTGUG00000007419"
"MERTK","ENSTGUG00000007420"
"GLTP","ENSTGUG00000007421"
"MPRIP","ENSTGUG00000007423"
"ZBTB34","ENSTGUG00000007424"
"SPPL2A","ENSTGUG00000007425"
"RBL2","ENSTGUG00000007426"
"OTULIN","ENSTGUG00000007427"
"TRIM37","ENSTGUG00000007430"
"MBTPS2","ENSTGUG00000007431"
"AASDH","ENSTGUG00000007433"
"KCNQ2","ENSTGUG00000007434"
"TCHP","ENSTGUG00000007435"
"NDUFS8","ENSTGUG00000007436"
"OTULINL","ENSTGUG00000007437"
"GIT2","ENSTGUG00000007438"
"GDPD2","ENSTGUG00000007439"
"TRPM7","ENSTGUG00000007440"
"TRIO","ENSTGUG00000007442"
"ST3GAL3","ENSTGUG00000007443"
"BBS10","ENSTGUG00000007444"
"OSBPL8","ENSTGUG00000007445"
"LOC100232483","ENSTGUG00000007446"
"CEP135","ENSTGUG00000007448"
"CNKSR2","ENSTGUG00000007450"
"DNASE1L3","ENSTGUG00000007451"
"CHRNA4","ENSTGUG00000007453"
"TNFRSF13B","ENSTGUG00000007454"
"USP22","ENSTGUG00000007455"
"COL20A1","ENSTGUG00000007458"
"FBLN7","ENSTGUG00000007459"
"EXOC1","ENSTGUG00000007460"
"IL13RA2","ENSTGUG00000007461"
"ABHD6","ENSTGUG00000007463"
"DGKD","ENSTGUG00000007464"
"IPO13","ENSTGUG00000007466"
"ZC3H6","ENSTGUG00000007468"
"LOC100221646","ENSTGUG00000007470"
"RPS6KA3","ENSTGUG00000007471"
"UNC93B1","ENSTGUG00000007472"
"ANKRD13A","ENSTGUG00000007473"
"LRCH2","ENSTGUG00000007474"
"CHD9","ENSTGUG00000007476"
"ZDHHC17","ENSTGUG00000007477"
"ANGPTL2","ENSTGUG00000007478"
"IP6K2","ENSTGUG00000007481"
"SKA2","ENSTGUG00000007482"
"LOC100223864","ENSTGUG00000007483"
"FBXW2","ENSTGUG00000007484"
"PRR11","ENSTGUG00000007485"
"DNAH5","ENSTGUG00000007486"
"NAPB","ENSTGUG00000007487"
"SMG8","ENSTGUG00000007488"
"DHRS7B","ENSTGUG00000007489"
"NCKIPSD","ENSTGUG00000007490"
"NFKB2","ENSTGUG00000007491"
"NMU","ENSTGUG00000007492"
"USP50","ENSTGUG00000007496"
"GARNL3","ENSTGUG00000007497"
"TMEM11","ENSTGUG00000007500"
"SPTB","ENSTGUG00000007501"
"MAP2K3","ENSTGUG00000007502"
"GZF1","ENSTGUG00000007503"
"LOC100221782","ENSTGUG00000007504"
"YPEL2","ENSTGUG00000007505"
"GLP2R","ENSTGUG00000007506"
"USP8","ENSTGUG00000007507"
"LOC115496753","ENSTGUG00000007508"
"CELSR3","ENSTGUG00000007509"
"PROC","ENSTGUG00000007510"
"LOC100231559","ENSTGUG00000007511"
"DHX40","ENSTGUG00000007512"
"CLOCK","ENSTGUG00000007513"
"SALL1","ENSTGUG00000007514"
"E2F7","ENSTGUG00000007515"
"DPH2","ENSTGUG00000007516"
"CYLD","ENSTGUG00000007517"
"ARFGAP1","ENSTGUG00000007518"
"NAV3","ENSTGUG00000007519"
"IWS1","ENSTGUG00000007520"
"SGSM1","ENSTGUG00000007521"
"CD93","ENSTGUG00000007522"
"FOXA2","ENSTGUG00000007523"
"EIF1AX","ENSTGUG00000007524"
"ATP6V0B","ENSTGUG00000007525"
"PAX1","ENSTGUG00000007526"
"MAP7D2","ENSTGUG00000007527"
"NKX2-2","ENSTGUG00000007528"
"LOC100218869","ENSTGUG00000007529"
"NKX2-4","ENSTGUG00000007530"
"CTNND2","ENSTGUG00000007531"
"MYO7B","ENSTGUG00000007532"
"DHRS7C","ENSTGUG00000007534"
"XRN2","ENSTGUG00000007535"
"BCLAF3","ENSTGUG00000007538"
"CLTC","ENSTGUG00000007540"
"CRYBB2","ENSTGUG00000007542"
"LOC100225609","ENSTGUG00000007545"
"TMEM165","ENSTGUG00000007546"
"NKAIN4","ENSTGUG00000007547"
"LOC115497681","ENSTGUG00000007549"
"SH3KBP1","ENSTGUG00000007550"
"SNX20","ENSTGUG00000007551"
"CPSF4","ENSTGUG00000007552"
"B4GALT2","ENSTGUG00000007553"
"STK39","ENSTGUG00000007554"
"SRD5A3","ENSTGUG00000007555"
"KDR","ENSTGUG00000007557"
"GRK3","ENSTGUG00000007559"
"BIRC7","ENSTGUG00000007560"
"GSE1","ENSTGUG00000007561"
"PTCD1","ENSTGUG00000007563"
"YTHDF1","ENSTGUG00000007565"
"PSD","ENSTGUG00000007566"
"HDC","ENSTGUG00000007569"
"B3GNTL1","ENSTGUG00000007571"
"SYT1","ENSTGUG00000007572"
"SLC6A9","ENSTGUG00000007574"
"SNRNP48","ENSTGUG00000007575"
"BHLHE23","ENSTGUG00000007576"
"SLC17A9","ENSTGUG00000007577"
"PLEKHG3","ENSTGUG00000007578"
"METRNL","ENSTGUG00000007580"
"NUP160","ENSTGUG00000007581"
"KIAA0513","ENSTGUG00000007582"
"BUD31","ENSTGUG00000007584"
"TBCD","ENSTGUG00000007585"
"ROPN1L","ENSTGUG00000007586"
"MARCHF6","ENSTGUG00000007587"
"PDAP1","ENSTGUG00000007588"
"RALGAPA2","ENSTGUG00000007590"
"FBXO31","ENSTGUG00000007593"
"ARPC1B","ENSTGUG00000007594"
"DIDO1","ENSTGUG00000007595"
"GATM","ENSTGUG00000007597"
"DMAP1","ENSTGUG00000007598"
"MAP3K15","ENSTGUG00000007599"
"PPP1R12A","ENSTGUG00000007603"
"FBXL15","ENSTGUG00000007604"
"SPC25","ENSTGUG00000007605"
"CUEDC2","ENSTGUG00000007606"
"G6PC2","ENSTGUG00000007608"
"MYO18B","ENSTGUG00000007609"
"PTRH2","ENSTGUG00000007610"
"ZCCHC14","ENSTGUG00000007612"
"VMP1","ENSTGUG00000007616"
"ABCB11","ENSTGUG00000007617"
"LOC100219014","ENSTGUG00000007618"
"LOC100225003","ENSTGUG00000007619"
"PAX2","ENSTGUG00000007620"
"PDE8A","ENSTGUG00000007621"
"CMBL","ENSTGUG00000007622"
"LIMS2","ENSTGUG00000007623"
"COL9A3","ENSTGUG00000007624"
"RNF220","ENSTGUG00000007625"
"KPNA7","ENSTGUG00000007626"
"CFAP61","ENSTGUG00000007628"
"FNBP4","ENSTGUG00000007629"
"ZNF750","ENSTGUG00000007631"
"CCT5","ENSTGUG00000007632"
"FN3K","ENSTGUG00000007633"
"SEZ6L","ENSTGUG00000007634"
"SMURF1","ENSTGUG00000007637"
"WDR45B","ENSTGUG00000007638"
"HIF1AN","ENSTGUG00000007639"
"JPH3","ENSTGUG00000007640"
"KLHDC4","ENSTGUG00000007641"
"TUBD1","ENSTGUG00000007642"
"AGBL2","ENSTGUG00000007643"
"CRNKL1","ENSTGUG00000007645"
"GPR17","ENSTGUG00000007646"
"SPSB4","ENSTGUG00000007647"
"NDUFB8","ENSTGUG00000007648"
"KIF2C","ENSTGUG00000007650"
"SLC25A36","ENSTGUG00000007651"
"MTCH2","ENSTGUG00000007652"
"PDHA1","ENSTGUG00000007653"
"FOXK2","ENSTGUG00000007654"
"SLC7A5","ENSTGUG00000007655"
"DHRS9","ENSTGUG00000007656"
"RPS6KB1","ENSTGUG00000007657"
"RNF216","ENSTGUG00000007658"
"PXYLP1","ENSTGUG00000007659"
"SEC31B","ENSTGUG00000007660"
"ATPSCKMT","ENSTGUG00000007661"
"NARF","ENSTGUG00000007662"
"LRP2","ENSTGUG00000007663"
"SEMA5A","ENSTGUG00000007664"
"EPHA4","ENSTGUG00000007665"
"FSD2","ENSTGUG00000007666"
"RPS16","ENSTGUG00000007667"
"FSCN1","ENSTGUG00000007668"
"RIN2","ENSTGUG00000007669"
"LOC115498146","ENSTGUG00000007670"
"WHAMM","ENSTGUG00000007672"
"WNT8B","ENSTGUG00000007673"
"LOC100221291","ENSTGUG00000007674"
"LOC100218816","ENSTGUG00000007675"
"FBXL18","ENSTGUG00000007676"
"ADGRG2","ENSTGUG00000007677"
"CA5A","ENSTGUG00000007678"
"TNRC18","ENSTGUG00000007679"
"OTOGL","ENSTGUG00000007680"
"ASPHD2","ENSTGUG00000007681"
"HOMER2","ENSTGUG00000007682"
"SCD","ENSTGUG00000007683"
"MRGBP","ENSTGUG00000007684"
"HEXD","ENSTGUG00000007685"
"KIT","ENSTGUG00000007686"
"HPS4","ENSTGUG00000007688"
"BANP","ENSTGUG00000007690"
"SLC29A4","ENSTGUG00000007691"
"RNFT1","ENSTGUG00000007693"
"NUDT8","ENSTGUG00000007694"
"PHKA2","ENSTGUG00000007695"
"RPS8","ENSTGUG00000007698"
"SLCO4A1","ENSTGUG00000007700"
"C10H15orf40","ENSTGUG00000007701"
"MTRR","ENSTGUG00000007702"
"NDUFV1","ENSTGUG00000007703"
"WIPI2","ENSTGUG00000007704"
"BTBD1","ENSTGUG00000007705"
"SRRD","ENSTGUG00000007706"
"PKD2L1","ENSTGUG00000007707"
"MED13","ENSTGUG00000007709"
"TFIP11","ENSTGUG00000007710"
"LOC100231339","ENSTGUG00000007711"
"CIDEC","ENSTGUG00000007712"
"SEPTIN9","ENSTGUG00000007714"
"PLK3","ENSTGUG00000007715"
"KCNK16","ENSTGUG00000007716"
"ZC3H18","ENSTGUG00000007717"
"IL17C","ENSTGUG00000007718"
"PTPRQ","ENSTGUG00000007720"
"KCNK5","ENSTGUG00000007722"
"GATA5","ENSTGUG00000007723"
"MVD","ENSTGUG00000007724"
"CABP2","ENSTGUG00000007725"
"TM6SF1","ENSTGUG00000007727"
"RNF166","ENSTGUG00000007729"
"GLP1R","ENSTGUG00000007730"
"FASTKD3","ENSTGUG00000007732"
"TNRC6C","ENSTGUG00000007733"
"PITPNM1","ENSTGUG00000007734"
"RBBP8NL","ENSTGUG00000007735"
"PPEF1","ENSTGUG00000007736"
"CABLES2","ENSTGUG00000007738"
"INTS2","ENSTGUG00000007739"
"ADCY2","ENSTGUG00000007740"
"CDT1","ENSTGUG00000007741"
"LOC100227038","ENSTGUG00000007742"
"RADIL","ENSTGUG00000007743"
"PTCH2","ENSTGUG00000007744"
"APRT","ENSTGUG00000007746"
"LOC100223676","ENSTGUG00000007747"
"SEC14L1","ENSTGUG00000007748"
"HDGFL3","ENSTGUG00000007749"
"RPS21","ENSTGUG00000007750"
"MYF6","ENSTGUG00000007751"
"LAMA5","ENSTGUG00000007752"
"BNC1","ENSTGUG00000007753"
"TPST2","ENSTGUG00000007754"
"MYF5","ENSTGUG00000007755"
"PDGFRA","ENSTGUG00000007756"
"LIN7A","ENSTGUG00000007757"
"GALNS","ENSTGUG00000007758"
"SH3GL3","ENSTGUG00000007759"
"AP5Z1","ENSTGUG00000007760"
"PAX3","ENSTGUG00000007761"
"CRYBB1","ENSTGUG00000007762"
"ACSS3","ENSTGUG00000007763"
"AIP","ENSTGUG00000007764"
"RS1","ENSTGUG00000007765"
"BRIP1","ENSTGUG00000007767"
"COPG1","ENSTGUG00000007768"
"CDKL5","ENSTGUG00000007769"
"DNAH8","ENSTGUG00000007770"
"TENT4A","ENSTGUG00000007771"
"LOC100224142","ENSTGUG00000007772"
"MGAT5B","ENSTGUG00000007773"
"EIF2B3","ENSTGUG00000007774"
"CRYBA4","ENSTGUG00000007775"
"LOC100232247","ENSTGUG00000007777"
"PPFIA2","ENSTGUG00000007778"
"SGPP2","ENSTGUG00000007779"
"SCML2","ENSTGUG00000007781"
"CBFA2T3","ENSTGUG00000007782"
"FOXK1","ENSTGUG00000007783"
"MFSD11","ENSTGUG00000007785"
"SRD5A1","ENSTGUG00000007786"
"FARSB","ENSTGUG00000007788"
"NSUN2","ENSTGUG00000007789"
"LOC100226034","ENSTGUG00000007790"
"LOC100218771","ENSTGUG00000007792"
"MN1","ENSTGUG00000007793"
"BEND2","ENSTGUG00000007795"
"PITPNB","ENSTGUG00000007796"
"NHS","ENSTGUG00000007798"
"ADAMTSL3","ENSTGUG00000007800"
"HECTD3","ENSTGUG00000007801"
"TBX4","ENSTGUG00000007802"
"GSX2","ENSTGUG00000007803"
"METTL23","ENSTGUG00000007805"
"REPS2","ENSTGUG00000007806"
"LNX1","ENSTGUG00000007807"
"GLO1","ENSTGUG00000007808"
"JMJD6","ENSTGUG00000007809"
"LOC100227788","ENSTGUG00000007810"
"ACSF3","ENSTGUG00000007811"
"TBX2","ENSTGUG00000007813"
"GATD1","ENSTGUG00000007815"
"HRH3","ENSTGUG00000007816"
"BTBD9","ENSTGUG00000007817"
"ALOX5","ENSTGUG00000007818"
"ST6GALNAC2","ENSTGUG00000007819"
"TALDO1","ENSTGUG00000007821"
"MTG2","ENSTGUG00000007823"
"TTC28","ENSTGUG00000007824"
"HMCES","ENSTGUG00000007825"
"RBBP7","ENSTGUG00000007826"
"UROD","ENSTGUG00000007828"
"BCAS3","ENSTGUG00000007829"
"BBS5","ENSTGUG00000007830"
"MXRA7","ENSTGUG00000007831"
"RAB7A","ENSTGUG00000007832"
"LOC100230474","ENSTGUG00000007833"
"FIP1L1","ENSTGUG00000007834"
"CCDC59","ENSTGUG00000007835"
"ADRM1","ENSTGUG00000007836"
"ST6GALNAC1","ENSTGUG00000007837"
"EIF4G2","ENSTGUG00000007840"
"METTL25","ENSTGUG00000007841"
"MOGAT1","ENSTGUG00000007842"
"SPG7","ENSTGUG00000007843"
"SAXO2","ENSTGUG00000007844"
"ACSL3","ENSTGUG00000007845"
"TXLNG","ENSTGUG00000007846"
"SCFD2","ENSTGUG00000007847"
"CHEK2","ENSTGUG00000007849"
"EFL1","ENSTGUG00000007850"
"MDGA1","ENSTGUG00000007851"
"UPP1","ENSTGUG00000007854"
"TMTC2","ENSTGUG00000007855"
"KLHL41","ENSTGUG00000007856"
"RPN1","ENSTGUG00000007857"
