Types	Targets	Data_type	Variant_type	CNT_gene	Gene_list	CNT_gobp	Average_p	GObp_list
MELUN,NESNO,PYGAD,APTFO,PHALE,EURHE_TAAS_div	MELUN,NESNO,PYGAD,APTFO,PHALE,EURHE	TAAS	div	6	ZNF438,HEPH,ABCC2,SLC9A5,LIPT1,NOS1	4	0.0307	GO:0050801(0.0391)_ion homeostasis,GO:0098771(0.0278)_inorganic ion homeostasis,GO:0055082(0.0382)_cellular chemical homeostasis,GO:0006873(0.0177)_cellular ion homeostasis
MERNU,HALLE,HALAL,CHAVO,BALRE,OPHHO_TAAS_div	MERNU,HALLE,HALAL,CHAVO,BALRE,OPHHO	TAAS	div	2	BARD1,PHAX	1	0.0483	GO:0051168(0.0483)_nuclear export
MERNU,PELCR,EGRGA,CALAN,CHAPE,CAPCA_TAAS_div	MERNU,PELCR,EGRGA,CALAN,CHAPE,CAPCA	TAAS	div	1	TELO2	2	0.0493	GO:1903939(0.0493)_regulation of TORC2 signaling,GO:1904515(0.0493)_positive regulation of TORC2 signaling
MERNU,PELCR,EGRGA,GALGA,MELGA,ANAPL_TAAS_div	MERNU,PELCR,EGRGA,GALGA,MELGA,ANAPL	TAAS	div	4	ATP13A2,ENSGALT00000009661,GGT5,ENSGALT00000024109	3	0.0498	GO:0018217(0.0498)_peptidyl-aspartic acid phosphorylation,GO:1990938(0.0498)_peptidyl-aspartic acid autophosphorylation,GO:0016243(0.0498)_regulation of autophagosome size
MERNU,PICPU,BUCRH,APAVI,CALAN,ANAPL_TAAS_div	MERNU,PICPU,BUCRH,APAVI,CALAN,ANAPL	TAAS	div	6	C1orf116,NUP88,RANBP3L,DCPS,LAMP1,ACD	1	0.00965	GO:0072594(0.00965)_establishment of protein localization to organelle
MERNU,PICPU,BUCRH,APAVI,CHAVO,CHLUN_TAAS_div	MERNU,PICPU,BUCRH,APAVI,CHAVO,CHLUN	TAAS	div	2	MSANTD2,MTRR	2	0.0493	GO:1904041(0.0493)_regulation of cystathionine beta-synthase activity,GO:1904042(0.0493)_negative regulation of cystathionine beta-synthase activity
MERNU,PICPU,BUCRH,APAVI,CHAVO,GALGA_TAAS_div	MERNU,PICPU,BUCRH,APAVI,CHAVO,GALGA	TAAS	div	2	C2orf71,CEP290	2	0.00368	GO:0046530(0.00483)_photoreceptor cell differentiation,GO:0042461(0.00253)_photoreceptor cell development
MERNU,PICPU,BUCRH,APAVI,CHLUN,MELGA_TAAS_div	MERNU,PICPU,BUCRH,APAVI,CHLUN,MELGA	TAAS	div	1	E2F8	1	0.0493	GO:0033301(0.0493)_cell cycle comprising mitosis without cytokinesis
MERNU,PICPU,BUCRH,APAVI,CHLUN,TINMA_TAAS_div	MERNU,PICPU,BUCRH,APAVI,CHLUN,TINMA	TAAS	div	5	ABCA12,MYOM1,ENSGALT00000030524,SPHKAP,THUMPD3	1	0.018	GO:0010737(0.018)_protein kinase A signaling
MERNU,PICPU,BUCRH,APAVI,COLST,CALAN_TAAS_div	MERNU,PICPU,BUCRH,APAVI,COLST,CALAN	TAAS	div	9	C2orf71,PATL2,SPHKAP,RP1,MYO1H,PSKH1,ARAP3,UBXN10,MXRA5	1	0.0147	GO:0035845(0.0147)_photoreceptor cell outer segment organization
MERNU,PICPU,BUCRH,APAVI,FULGL,CHAVO_TAAS_div	MERNU,PICPU,BUCRH,APAVI,FULGL,CHAVO	TAAS	div	2	ELMO3,ACD	2	0.0498	GO:0060380(0.0498)_regulation of single-stranded telomeric DNA binding,GO:0060381(0.0498)_positive regulation of single-stranded telomeric DNA binding
MERNU,PICPU,BUCRH,CATAU,PYGAD,APTFO_TAAS_div	MERNU,PICPU,BUCRH,CATAU,PYGAD,APTFO	TAAS	div	1	RIPK1	1	0.0493	GO:0070926(0.0493)_regulation of ATP:ADP antiporter activity
MERNU,PICPU,BUCRH,EGRGA,CHLUN,TAUER_TAAS_div	MERNU,PICPU,BUCRH,EGRGA,CHLUN,TAUER	TAAS	div	2	TEX14,ANKRD16	1	0.0493	GO:0043063(0.0493)_intercellular bridge organization
MERNU,PICPU,BUCRH,HALLE,HALAL,PODCR_TAAS_div	MERNU,PICPU,BUCRH,HALLE,HALAL,PODCR	TAAS	div	2	RANBP3L,ENSGALT00000011730	1	0.0493	GO:1901706(0.0493)_mesenchymal cell differentiation involved in bone development
MERNU,PICPU,BUCRH,LEPDI,CHAVO,BALRE_TAAS_div	MERNU,PICPU,BUCRH,LEPDI,CHAVO,BALRE	TAAS	div	1	NUDT12	1	0.0493	GO:0019677(0.0493)_NAD catabolic process
MERNU,PICPU,BUCRH,PELCR,EGRGA,APTFO_TAAS_div	MERNU,PICPU,BUCRH,PELCR,EGRGA,APTFO	TAAS	div	1	RANBP3L	1	0.0493	GO:1901706(0.0493)_mesenchymal cell differentiation involved in bone development
MERNU,PICPU,BUCRH,PELCR,EGRGA,PODCR_TAAS_div	MERNU,PICPU,BUCRH,PELCR,EGRGA,PODCR	TAAS	div	1	REST	5	0.0493	GO:0097086(0.0493)_amniotic stem cell differentiation,GO:2000797(0.0493)_regulation of amniotic stem cell differentiation,GO:2000740(0.0493)_negative regulation of mesenchymal stem cell differentiation,GO:2000798(0.0493)_negative regulation of amniotic stem cell differentiation,GO:2000706(0.0493)_negative regulation of dense core granule biogenesis
MERNU,PICPU,BUCRH,PHALE,MESUN,PTEGU_TAAS_div	MERNU,PICPU,BUCRH,PHALE,MESUN,PTEGU	TAAS	div	2	USP16,KIF1B	1	0.0498	GO:1904647(0.0498)_response to rotenone
MERNU,PICPU,HALLE,HALAL,CATAU,PTEGU_TAAS_div	MERNU,PICPU,HALLE,HALAL,CATAU,PTEGU	TAAS	div	5	ENSGALT00000009408,PTK7,DTL,BLM,FANCD2	2	0.03025	GO:0031572(0.017)_G2 DNA damage checkpoint,GO:0009314(0.0435)_response to radiation
MERNU,PICPU,PHORU,GALGA,MELGA,ANAPL_TAAS_div	MERNU,PICPU,PHORU,GALGA,MELGA,ANAPL	TAAS	div	7	AL049697.1,LPO,TERF2,C11orf24,C19orf35,PXDNL,PRLR	1	0.0154	GO:0042744(0.0154)_hydrogen peroxide catabolic process
NESNO,BUCRH,PELCR,EGRGA,NIPNI,PHACA_TAAS_div	NESNO,BUCRH,PELCR,EGRGA,NIPNI,PHACA	TAAS	div	1	TNFRSF8	6	0.0493	GO:0032639(0.0493)_TRAIL production,GO:0032679(0.0493)_regulation of TRAIL production,GO:0032759(0.0493)_positive regulation of TRAIL production,GO:0045553(0.0493)_TRAIL biosynthetic process,GO:0045554(0.0493)_regulation of TRAIL biosynthetic process,GO:0045556(0.0493)_positive regulation of TRAIL biosynthetic process
NESNO,CALAN,CHAPE,CAPCA,PHORU,PODCR_TAAS_div	NESNO,CALAN,CHAPE,CAPCA,PHORU,PODCR	TAAS	div	2	ZNF106,RANBP3L	1	0.0498	GO:1901706(0.0498)_mesenchymal cell differentiation involved in bone development
NESNO,HALLE,HALAL,CATAU,MESUN,PTEGU_TAAS_div	NESNO,HALLE,HALAL,CATAU,MESUN,PTEGU	TAAS	div	1	SYK	4	0.0493	GO:0042223(0.0493)_interleukin-3 biosynthetic process,GO:0032752(0.0493)_positive regulation of interleukin-3 production,GO:0045399(0.0493)_regulation of interleukin-3 biosynthetic process,GO:0045401(0.0493)_positive regulation of interleukin-3 biosynthetic process
NESNO,HALLE,HALAL,PELCR,EGRGA,NIPNI_TAAS_div	NESNO,HALLE,HALAL,PELCR,EGRGA,NIPNI	TAAS	div	2	XCL1,CEP152	6	0.0498	GO:2000517(0.0498)_regulation of T-helper 1 cell activation,GO:2000518(0.0498)_negative regulation of T-helper 1 cell activation,GO:0035782(0.0498)_mature natural killer cell chemotaxis,GO:0035746(0.0498)_granzyme A production,GO:2000511(0.0498)_regulation of granzyme A production,GO:2000513(0.0498)_positive regulation of granzyme A production
NIPNI,FULGL,PYGAD,APTFO,CALAN,CHAPE_TAAS_div	NIPNI,FULGL,PYGAD,APTFO,CALAN,CHAPE	TAAS	div	2	AHI1,NPSR1	6	0.0498	GO:0039022(0.0498)_pronephric duct development,GO:0039023(0.0498)_pronephric duct morphogenesis,GO:0070121(0.0498)_Kupffer's vesicle development,GO:0039007(0.0498)_pronephric nephron morphogenesis,GO:0039008(0.0498)_pronephric nephron tubule morphogenesis,GO:0030862(0.0498)_positive regulation of polarized epithelial cell differentiation
PELCR,EGRGA,CALAN,CHAPE,CAPCA,TINMA_TAAS_div	PELCR,EGRGA,CALAN,CHAPE,CAPCA,TINMA	TAAS	div	2	WDR4,TELO2	2	0.0498	GO:1903939(0.0498)_regulation of TORC2 signaling,GO:1904515(0.0498)_positive regulation of TORC2 signaling
PELCR,EGRGA,NIPNI,PHACA,CAPCA,GALGA_TAAS_div	PELCR,EGRGA,NIPNI,PHACA,CAPCA,GALGA	TAAS	div	1	AZIN2	1	0.0493	GO:0098629(0.0493)_trans-Golgi network membrane organization
PELCR,EGRGA,NIPNI,PHACA,CHAPE,COLLI_TAAS_div	PELCR,EGRGA,NIPNI,PHACA,CHAPE,COLLI	TAAS	div	1	TNFRSF8	6	0.0493	GO:0032639(0.0493)_TRAIL production,GO:0032679(0.0493)_regulation of TRAIL production,GO:0045553(0.0493)_TRAIL biosynthetic process,GO:0045554(0.0493)_regulation of TRAIL biosynthetic process,GO:0032759(0.0493)_positive regulation of TRAIL production,GO:0045556(0.0493)_positive regulation of TRAIL biosynthetic process
PELCR,EGRGA,NIPNI,PHACA,EURHE,BALRE_TAAS_div	PELCR,EGRGA,NIPNI,PHACA,EURHE,BALRE	TAAS	div	3	XCL1,ENSGALT00000019858,ERN1	9	0.0498	GO:0035782(0.0498)_mature natural killer cell chemotaxis,GO:0070054(0.0498)_mRNA splicing, via endonucleolytic cleavage and ligation,GO:0036290(0.0498)_protein trans-autophosphorylation,GO:1990579(0.0498)_peptidyl-serine trans-autophosphorylation,GO:0035746(0.0498)_granzyme A production,GO:2000511(0.0498)_regulation of granzyme A production,GO:2000513(0.0498)_positive regulation of granzyme A production,GO:2000517(0.0498)_regulation of T-helper 1 cell activation,GO:2000518(0.0498)_negative regulation of T-helper 1 cell activation
PELCR,EGRGA,NIPNI,PHACA,PHALE,PTEGU_TAAS_div	PELCR,EGRGA,NIPNI,PHACA,PHALE,PTEGU	TAAS	div	2	TNFRSF8,PDCD1	7	0.0498	GO:0002644(0.0498)_negative regulation of tolerance induction,GO:0032639(0.0498)_TRAIL production,GO:0045553(0.0498)_TRAIL biosynthetic process,GO:0032679(0.0498)_regulation of TRAIL production,GO:0032759(0.0498)_positive regulation of TRAIL production,GO:0045554(0.0498)_regulation of TRAIL biosynthetic process,GO:0045556(0.0498)_positive regulation of TRAIL biosynthetic process
PELCR,EGRGA,NIPNI,PHACA,PTEGU,STRCA_TAAS_div	PELCR,EGRGA,NIPNI,PHACA,PTEGU,STRCA	TAAS	div	2	TNR,PCM1	1	0.0498	GO:0048692(0.0498)_negative regulation of axon extension involved in regeneration
PELCR,FULGL,PYGAD,APTFO,TINMA,STRCA_TAAS_div	PELCR,FULGL,PYGAD,APTFO,TINMA,STRCA	TAAS	div	2	KDM5B,RNMT	2	0.0124	GO:1990823(0.0124)_response to leukemia inhibitory factor,GO:1990830(0.0124)_cellular response to leukemia inhibitory factor
PICPU,HALLE,HALAL,CATAU,MESUN,PTEGU_TAAS_div	PICPU,HALLE,HALAL,CATAU,MESUN,PTEGU	TAAS	div	4	WRN,HCLS1,FANCD2,ENSGALT00000014850	1	0.0172	GO:0010332(0.0172)_response to gamma radiation
PYGAD,APTFO,CHLUN,TAUER,CUCCA,PTEGU_TAAS_div	PYGAD,APTFO,CHLUN,TAUER,CUCCA,PTEGU	TAAS	div	1	EIF4G1	4	0.0493	GO:1905535(0.0493)_regulation of eukaryotic translation initiation factor 4F complex assembly,GO:1905537(0.0493)_positive regulation of eukaryotic translation initiation factor 4F complex assembly,GO:1905610(0.0493)_regulation of mRNA cap binding,GO:1905612(0.0493)_positive regulation of mRNA cap binding
TAEGU,GEOFO,CORBR,FULGL,CALAN,CHAPE_TAAS_div	TAEGU,GEOFO,CORBR,FULGL,CALAN,CHAPE	TAAS	div	22	JCAD,CMTR2,TNFSF13B,APOB,HJURP,CEP95,ACE2,CFAP54,AGT,TEX14,FRRS1,ENSGALT00000040271,TMEM120A,ENSGALT00000034389,ATOH7,ALS2CL,CASC1,TIFA,ALK,KNTC1,NPHP1,PLB1	5	0.009302	GO:0002035(0.018)_brain renin-angiotensin system,GO:0003051(0.00539)_angiotensin-mediated drinking behavior,GO:1903596(0.0108)_regulation of gap junction assembly,GO:1901890(0.0069299999999999995)_positive regulation of cell junction assembly,GO:1903598(0.00539)_positive regulation of gap junction assembly
TAEGU,GEOFO,CORBR,GALGA,MELGA,TINMA_TAAS_div	TAEGU,GEOFO,CORBR,GALGA,MELGA,TINMA	TAAS	div	186	CD14,FIGNL1,C3orf67,CCDC73,KCNK13,SMTNL2,LRRK1,IYD,SMCR8,SLC25A37,RPS19BP1,SGPP2,OLAH,HABP2,UBXN11,ALS2,PDCD11,WDR52,PRIMPOL,MOV10L1,HIVEP1,BAZ1A,SPG11,PTX3,ERICH6,RNF222,TMEM63A,STC2,TA3,CEP89,POLE2,CD101,NMI,APOB,ENSGALT00000024261,TOE1,ENSGALT00000006570,CALD1,LTV1,SLC9A4,MX1,MSTO1,TIMM9,PIDD1,ENSGALT00000017732,LAMA4,SPR,CEP70,ENSGALT00000011371,NDOR1,ZNF469,GOLM1,SEC23IP,RABEPK,GGT5,SPATA5,TLDC1,RGSL1,THEMIS,TFDP2,FAM149A,MSL2,GEMIN4,AKAP17A,RMI1,AGT,MORN3,ARHGAP20,TEX14,ENSGALT00000036845,SYPL1,SPHKAP,ENSGALT00000039321,CHAMP1,ENSGALT00000026987,TOM1L1,IL23R,POT1,KLHDC8A,GGT1,FAIM2,NRROS,NR2C1,FAAH,ORC3,C1QA,ADA,CFAP100,TMEM131L,DIXDC1,ARID3C,EDEM3,AHI1,LARP1B,UACA,ENSGALT00000008018,SETX,ACOT7,MKKS,MCM9,DLGAP5,IGFN1,EFCAB7,TNFSF15,CDH17,ENSGALT00000007184,CRTAM,LRRC6,SH3D19,ENSGALT00000029971,SUCNR1,E2F8,ELL,CETP,PKD1L3,FAM161A,COL6A3,DRC3,F13B,PQLC2,NFATC3,NEK3,CIITA,TRAT1,MYOM3,HCLS1,CFAP70,REST,RAB11FIP5,URB1,TXNDC16,ISLR2,ENSGALT00000037387,SH2D4A,SEC16A,LEMD2,TBC1D8,KNTC1,ACD,ADCK2,PARP9,LIG3,ACSBG2,VCAM1,GON4L,CIP2A,GDF2,ENSGALT00000039131,ENSGALT00000015470,TERT,MRM1,TNS3,ADIPOQ,SLC39A13,LY75,SNAPC4,USPL1,TSEN2,PTPRC,ENSGALT00000034196,ANKRD1,PLXNC1,ENSGALT00000033793,NBN,ENSGALT00000033296,IFT122,GRSF1,CCNE2,ENSGALT00000027531,FGFR1OP,CKAP2,METTL8,SELENBP1,ENSGALT00000027835,CLDN18,ENSGALT00000037921,COL6A1,ENSGALT00000037079,PMEPA1,MYO19,USP53,GPR35,TP53BP1,AQP1,CA6,USF3	5	0.029576	GO:0006259(0.0379)_DNA metabolic process,GO:0006260(0.0329)_DNA replication,GO:0006261(0.00788)_DNA-dependent DNA replication,GO:0051053(0.0377)_negative regulation of DNA metabolic process,GO:2000279(0.0315)_negative regulation of DNA biosynthetic process
TAEGU,GEOFO,CORBR,LEPDI,CHLUN,TAUER_TAAS_div	TAEGU,GEOFO,CORBR,LEPDI,CHLUN,TAUER	TAAS	div	5	ANXA1,CEP135,TA3,BOLL,ABCC2	3	0.0379	GO:0071385(0.0483)_cellular response to glucocorticoid stimulus,GO:1901571(0.0327)_fatty acid derivative transport,GO:0071715(0.0327)_icosanoid transport
TAEGU,GEOFO,CORBR,MANVI,BUCRH,LEPDI_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,BUCRH,LEPDI	TAAS	div	69	PNPLA8,CCDC73,PEX1,GPATCH1,NEXN,TRNT1,BID,RAD21L1,FBXW8,ENSGALT00000039593,SPG11,C2orf77,USP28,NEK2,NSMCE1,USP40,SSH1,DGLUCY,MIB2,MYBPC3,WRN,ENSGALT00000002054,NKTR,PPFIA1,STOX1,ENSGALT00000039321,MCMDC2,ATP7A,ZCCHC9,CXorf57,ENSGALT00000038727,ERAL1,CPN1,CDHR2,IL10R2,GEMIN5,CCDC14,MCM9,C10orf12,ERCC8,ACAN,DUS3L,MUM1,PPL,BRDT,COL6A3,DRC3,HERPUD1,KIF18A,ZNF639,GAB3,CCT4,LRRCC1,CFAP47,ZRANB3,CEP350,HEPH,GON4L,TMEM81,MIIP,ITGB3BP,SLC39A3,ENSGALT00000006909,MYBL1,CKAP2,AKAP1,NARFL,SAMSN1,GLE1	5	0.013942	GO:0006259(0.0172)_DNA metabolic process,GO:0006310(0.0339)_DNA recombination,GO:0006281(0.0113)_DNA repair,GO:0000725(0.00375)_recombinational repair,GO:0000724(0.0035600000000000002)_double-strand break repair via homologous recombination
TAEGU,GEOFO,CORBR,MANVI,BUCRH,MELGA_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,BUCRH,MELGA	TAAS	div	74	USP33,SMTNL2,PHC3,MTX3,BRCA2,DRC7,MEIOB,SPG11,CCDC27,DNAH3,MAPRE1,CEP78,SFI1,WDR36,RBL1,C11orf16,STK36,RBM19,TAGAP,ENSGALT00000004305,TNS1,FAS,MGME1,NMRK1,KIF2C,CEP112,AKAP17A,PKN2,ENSGALT00000024430,SSFA2,COX15,RP1,ENSGALT00000035359,ENSGALT00000012456,SUGP2,CMTR1,ADAT1,THOC5,KSR1,IL18RAP,GEMIN5,CAPS2,EFHB,HPS3,HMGXB3,GEN1,RIC3,DEPDC1,PPM1L,TRIM36,ENSGALT00000004323,HOXB3,LRRCC1,CFAP47,TAF1B,COL1A2,CHD1L,ENSGALT00000005772,RARRES1,IL6ST,KIAA1377,PCCB,RRM2B,EXO1,ENSGALT00000006909,RSPH9,STEAP2,SPC25,NEIL3,LMTK2,CKAP2,SELENBP1,ACAD10,NRDE2	2	0.001185	GO:0007017(0.00116)_microtubule-based process,GO:0000226(0.00121)_microtubule cytoskeleton organization
TAEGU,GEOFO,CORBR,MANVI,CALAN,PHORU_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,CALAN,PHORU	TAAS	div	49	CEP170B,MAP3K14,PREPL,KIAA1211,TACC2,WASHC2C,TTC12,CALD1,ST14,PI4K2B,AURKAIP1,AP4E1,ENSGALT00000008607,IFNAR1,GEMIN4,CD2,ART4,GFI1B,MYO1H,PDCD1,TIGAR,FRMPD4,KDR,MTFR1,SWT1,CCDC141,PIGW,NTHL1,ENSGALT00000029971,MUM1,GOLGA2,TM6SF1,ENSGALT00000040242,PTPRZ1,NCAPD2,LAMP1,ANAPC5,APBB1IP,KIF4A,GOLIM4,USPL1,ZNF407,ENSGALT00000027531,CKAP2,MSMB,RFX6,SYCP2,CA6,WEE2	1	0.0136	GO:0048285(0.0136)_organelle fission
TAEGU,GEOFO,CORBR,MANVI,CALAN,TAUER_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,CALAN,TAUER	TAAS	div	87	PRPF39,SUCO,OMG,LBFABP,PPP4R1L,DRC7,SLC25A15,SLC40A1,C2orf71,CCDC191,SLC13A2,TMED11,PRR9,NPAT,MME,CEP104,APOB,SYCP1,SBNO2,GCC2,ENSGALT00000017732,NEK10,TREM2,TRANK1,ANGEL1,PKHD1,USP25,FAM204A,C21orf62,CD2,LRRN2,SPDYA,ANKEF1,TEX14,FRRS1,RPAP1,TCEANC,ENSGALT00000032705,ENSGALT00000039837,CYP46A1,ELMSAN1,ZBTB44,KIF20A,MRPL50,IL7,PPP2R3A,PHF11,GPRIN2,SETX,ENSGALT00000038124,DLGAP5,C9ORF152,BUB1,GPATCH2L,DUS3L,TTF2,FAM129A,CLSPN,COL6A3,ASPM,C12orf63,GPR160,CFAP70,SETDB2,DCAF17,ENSGALT00000031284,CEP63,SUCLG2,CFAP47,ELMO3,GABRR3,IMPG2,GON4L,ZNF318,TMEM81,KIAA1377,ENSGALT00000032989,G2E3,EVI2A,TCTE3,ZNF407,REXO5,NBN,IL20RB,SETD4,SYCP2,DNAH10	1	0.0123	GO:0051321(0.0123)_meiotic cell cycle
TAEGU,GEOFO,CORBR,MANVI,CAPCA,STRCA_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,CAPCA,STRCA	TAAS	div	62	TTI1,DPM2,LRRK1,DIEXF,BRCA2,SRRM1,C2orf71,DNAH3,ENSGALT00000039994,FANCA,APOB,ITGB2,RBL1,ENSGALT00000006570,NCAPG2,SYCP1,WRN,KIAA1551,SPO11,ENSGALT00000004305,CLBA1,FBXO43,ICE2,ATP5S,ENSGALT00000003167,USP6NL,BCAS1,ANO9,RBM43,LMO7,CEP162,NUDT12,PER3,ZNF518B,RAPGEF5,ENSGALT00000036398,GPRIN2,TICRR,E2F8,RNF180,MUM1,COL6A3,XKR9,ASPM,CFAP43,NPHP3,EPN2,CD109,NUDCD1,CCDC34,CEP350,titin,WDR66,SLC39A13,SNAPC4,MRPL38,ACAD10,BBS7,ENSGALT00000019706,FAM135A,IFIH1,IL16	2	0.0198	GO:1903046(0.0241)_meiotic cell cycle process,GO:0140013(0.0155)_meiotic nuclear division
TAEGU,GEOFO,CORBR,MANVI,CHAPE,TAUER_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,CHAPE,TAUER	TAAS	div	95	CD14,USP32,TRPM5,GABRR1,ENSGALT00000036738,KCNJ16,CARD19,C14orf39,ABCC3,ENSGALT00000020944,CCDC27,C2orf77,GFPT1,SLC15A5,WBP4,ERRFI1,USP30,CEP104,KNDC1,AK7,BRAT1,TMEM18,ZMYND12,ACSF2,SYCP1,TNRC6A,TMEM69,HJURP,SEC23IP,TLDC1,GTDC1,SCPEP1,KIF2C,CEP112,GHR,PIGL,CROT,ANKEF1,ENSGALT00000032362,TEX14,CCDC40,BCAS1,PDE8B,TEKT2,ANO9,FGFBP1,LSG1,CXorf57,AvBD12,CASP8AP2,CEP152,EXOSC9,GEMIN5,SWT1,FAM196B,PEAK1,GSAP,SETX,DLGAP5,CASP9,DUS3L,LIFR,PPEF2,ZNF438,CFAP57,KIF18A,EVC2,NBR1,KIAA0319,SLIT1,ENTPD4,ZRANB3,HORMAD2,CENPQ,HEPH,ESF1,TMEM81,CLSTN2,TUBE1,CYP2AB1,ENSGALT00000013047,ENSGALT00000006909,SNAPC4,FERMT1,GPR149,IL1R1,ENSGALT00000024034,TTC34,SETD4,GSTK1,RFX6,MDH1B,LGSN,SYCP2,DNAH10	2	0.002505	GO:0007059(0.00199)_chromosome segregation,GO:0098813(0.00302)_nuclear chromosome segregation
TAEGU,GEOFO,CORBR,MANVI,CHAVO,OPHHO_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,CHAVO,OPHHO	TAAS	div	40	CCDC73,CENPC1,TRPM5,FHOD3,ASXL3,ZNF831,ENSGALT00000028086,BPIFC,RPH3A,KIAA1328,NOXO1,CASC4,ARMC4,CDCA7L,ATG4C,ADGRD2,ATAD5,MYO7B,RMI1,TEX14,RSPH1,ENSGALT00000041274,RAPGEF5,LZTFL1,ATP5J2,UACA,E2F8,HMGXB3,CASC1,ANKRD27,COL6A3,ASPM,SETD2,CFAP43,MYOM3,NOM1,ENSGALT00000039549,BTBD8,SGSM1,CDR2	1	0.009	GO:0051782(0.009)_negative regulation of cell division
TAEGU,GEOFO,CORBR,MANVI,FALPE,ANAPL_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,FALPE,ANAPL	TAAS	div	71	C3orf67,TPX2,LUZP1,SLC28A3,FANCB,ADAMTS9,SYNJ1,SLC30A8,ZDBF2,ENSGALT00000028086,TA3,VPS37C,BUB1B,KCNK18,RFT1,BRAT1,FUT10,TMPRSS12,TRMT44,KIAA1551,MTRR,IBSP,MYCN,PKHD1,C2orf55,PDCD2,ANKEF1,ZCCHC6,RBM43,USH1G,GNL3,RPP38,GEMIN8,MANSC1,TCEANC,NRROS,DENND1A,CDHR2,TBC1D2,LYAR,BUB1,SLITRK2,E2F8,DACT2,SOX30,F13B,CFAP57,SETD2,RACGAP1,LACC1,ENSGALT00000007052,CD109,TDP2,POLG,PMS2,ANKLE2,SPAG16,RFWD3,ESF1,UBXN10,TRDMT1,ENSGALT00000010311,DCSTAMP,NDUFV3,BBS10,ENSGALT00000027531,CKAP2,MXRA5,EPB41,CENPI,SYCP2	1	0.00595	GO:0051301(0.00595)_cell division
TAEGU,GEOFO,CORBR,MANVI,FALPE,COLST_TAAS_div	TAEGU,GEOFO,CORBR,MANVI,FALPE,COLST	TAAS	div	98	SUCO,MAOA,CCNB2,CP,FANCB,HABP2,KIAA0947,TDRD9,ZNF831,SGOL2,BRIP1,NEK2,ZDBF2,DNAH3,PSMF1,R3HDM1,C4orf33,DUSP27,DNAH1,ENSGALT00000040543,ENSGALT00000034019,TOE1,RFT1,GFM2,PIWIL1,TANC1,TERF2,CPO,ADGRG6,CDC25A,PKHD1,ENSGALT00000030524,STKLD1,FGL1,ANKEF1,NEDD1,DDX52,UBE2O,ZCCHC6,KIAA1383,CCDC40,NFKBIZ,FDXACB1,ENSGALT00000014307,LMO7,GNL3,HRASLS,ITGB1BP2,CFAP100,PIK3CD,DZANK1,NFU1,KIF20A,GCLM,PIK3C2A,LZIC,LRIF1,FADS2,ENSGALT00000025673,URB2,SGOL1,ALG5,E2F8,SUMF2,RNF180,PDCD2L,KIF24,GTSE1,KIF18A,GEN1,TRIM36,TDP2,URB1,FAM214A,PROKR2,SLF2,ACSL5,ENKUR,CFAP47,ZRANB3,PALMD,ENSGALT00000038597,CEP350,LNX2,PARP9,TRPV1,ENSGALT00000014850,PDK4,ZNF407,GIP,IQUB,PIKFYVE,LMTK2,AKAP1,ADCY7,CENPI,ING5,DNAH10	4	0.00851875	GO:0070286(0.0302)_axonemal dynein complex assembly,GO:0036159(0.00161)_inner dynein arm assembly,GO:0007017(0.00161)_microtubule-based process,GO:0000226(0.000655)_microtubule cytoskeleton organization
